Run	ABI1	AKT1	APPL1	ARAF	BCAR1	CAMK2A	CAV1	CAV2	CBL	CBLB	CDC42	CREB1	CRK	CSK	DNM1	DUSP1	EGF	EGFR	ELK1	EPN1	EPS15	EPS8	FOS	GAB1	GAB2	GJA1	GRB2	HRAS	JAK2	JUN	KRAS	KRT8	MAP2K1	MAP2K2	MAP2K3	MAP2K5	MAPK1	MAPK14	MAPK3	MAPK8	NCK1	PAK1	PIK3CA	PIK3CB	PIK3CD	PIK3R1	PLCG1	PRKCZ	PTK2B	PTPN11	PTPN6	RAB5A	RAC1	RAF1	RALB	RALBP1	RALGDS	SHC1	SOS1	SRC	VAV1	VAV2	VAV3	YWHAB	PDPK1	RHOA	MAP2K4	MAP2K6	P53	ERBB2	LIMK1	MAP2K7	MAP3K1	MAP3K4	NRAS	PIK3CG	PLD1	PLD2	RPS6KA3	MAP3K11	ERBB3	ERBB4	BRAF	CASP9	FOXO1A	GRB10	BAD	SMAD2	SH3KBP1	SPRY2	ARHGEF7	TNK2	SH3GL2	ERRFI1	PIK3R2	PLCG2	RASA1	RGS16	STAT1	STAT5B	USP6NL	MAPK7	PRKCG	SOS2	RIN1	STAT5A	KSR1	MAP3K2	MYC	PTPN5	PTPRR	RPS6KA1	SMAD3	SP1	DUSP4	DUSP6	WASL	PIK3R3	PXN	RALA	STAT3	PRKCE	GRB7	ARHGAP3	PRKCA	PRKCB1	PRKCI
Random157	6.37189e+08	2.4397e+10	0	5.9662e+09	0	0	0	0	2.22023e+09	625	0	0	1.41243e+10	0	1.72024e+08	2.59081e+09	0	3.37364e+09	0	0	8.19154e+06	1.4894e+12	1245.58	9.50568e+08	6.44574e+09	4.5083e+08	4.84251e+10	0	7.08549e+06	4640.06	0	0	6.39451e+09	5.24538e+08	8.78527e+08	0	1.43719e+10	1.08948e+09	2.13771e+10	3.90302e+09	4.33083e+09	6.46661e+08	0	0	0	3.64879e+07	4.11396e+08	625	1.84063e+09	4.64276e+10	7.74022e+08	0	2.21222e+09	3.15759e+09	0	0	3.6217e+09	1.1822e+10	4.68842e+09	4.65376e+09	625	2.28431e+10	0	0	1.12062e+10	0	9.33507e+10	1.43982e+08	625	4.85303e+09	0	0	0	0	0	5.51247e+07	8.9609e+08	0	3.35601e+09	1.75138e+08	1.43786e+09	7.16989e+09	1.4348e+10	0	0	0	2.00376e+08	0	625	625	1.01344e+09	0	0	0	1.4008e+08	1.39046e+08	3.01909e+10	0	0	0	1.45444e+10	0	0	0	6.43874e+10	0	0	1.60173e+11	0	1.03264e+10	3.0663e+09	0	0	0	1.35156e+10	9.63018e+08	0	8.59543e+07	0	0	0	625	0	0	0	0	0	
Random158	3.03914e+08	2.24494e+11	0	625	0	0	0	0	7.95088e+09	625	0	0	8.13336e+07	0	2.50817e+12	5.31637e+09	0	3.28126e+08	0	0	9.26481e+09	4.86684e+09	2.4218e+08	9.89978e+07	9.48027e+10	1.87496e+09	2.55225e+11	0	1.13798e+11	9.59881e+06	0	0	3.12779e+08	1.39273e+09	2.48726e+08	0	3.89502e+10	1.34757e+09	5.36427e+10	2.11776e+09	6.00168e+08	3.43677e+08	0	0	0	6.36359e+10	1.30341e+06	7.74105e+09	1.35884e+10	1.3473e+11	2.53284e+10	0	1.39133e+10	2.82911e+09	0	0	4.85681e+06	1.37263e+09	5.22985e+07	8.9657e+10	6.20607e+10	4.45267e+06	0	0	2.57485e+10	0	8.31784e+08	1.6033e+08	625	2.30619e+09	0	6.88821e+07	0	0	0	0	1.32398e+08	0	1.0348e+07	2.03071e+07	1.37337e+09	4.12474e+09	4.36154e+10	0	0	0	468.75	0	625	8.97917e+08	5.86657e+09	0	0	0	1.19402e+11	1.27431e+08	8.06174e+09	0	0	0	2.05105e+10	0	0	0	1.55487e+10	0	0	1.74804e+07	0	2.42816e+10	3.10297e+09	0	0	0	2.42816e+10	2.74301e+09	0	9.03461e+10	0	0	0	9.393e+08	0	0	0	0	0	
Random159	2.96282e+10	2.03626e+09	0	2.93073e+08	0	0	0	0	1.36694e+11	625	0	0	3.71447e+09	0	1.90718e+09	1.11646e+12	0	3.43526e+09	0	0	1.65274e+09	1.56423e+11	1.34824e+08	7.5421e+09	9.65346e+08	912716	1.60059e+11	0	6.56636e+08	3.04072e+08	0	0	8.96834e+09	5.30325e+10	2.08191e+09	0	1.27682e+11	3.96883e+10	2.12429e+12	3.48432e+10	2.23909e+08	7.96699e+08	0	0	0	1.21812e+10	4.03676e+08	1.32117e+09	1.32869e+10	2.25856e+10	1.83199e+10	0	6.79966e+10	5.16904e+08	0	0	2.59635e+08	7.79036e+09	3.82842e+09	5.36269e+10	9.1143e+08	3.92309e+09	0	0	2.86847e+11	0	3.18778e+08	4.96019e+09	625	2.50205e+09	0	3.91169e+08	0	0	0	0	1044.78	0	1.08381e+09	4.22759e+09	1.04048e+09	6.22254e+08	9.0506e+09	0	0	0	468.75	0	625	2.47657e+09	9.80775e+11	0	0	0	2.25608e+07	0	2.24331e+09	0	0	0	8.01831e+09	0	0	0	4.55093e+09	0	0	1.14012e+08	0	7.41634e+11	7.84698e+10	0	0	0	7.41634e+11	2.88358e+09	0	1.84384e+08	0	0	0	1.32117e+09	0	0	0	0	0	
Random160	3.26623e+07	5.7133e+09	0	1.01358e+11	0	0	0	0	3.54346e+10	0	0	0	6.50398e+08	0	5.1139e+09	6.43871e+08	0	3.13441e+08	0	0	5.24487e+08	3.09009e+07	142861	1.58605e+09	3.6931e+08	8.60464e+10	3.84438e+11	0	7.12127e+10	344681	0	0	1.05619e+11	5.19191e+08	9.45336e+08	0	2.06709e+10	2.45847e+10	9.3462e+09	9.84706e+09	1.30421e+08	2.58047e+09	0	0	0	3.58173e+10	6.50386e+09	625	2.27135e+10	6.65396e+11	1.10186e+11	0	1.54818e+09	5.08596e+09	0	0	1.29016e+09	1.14357e+10	5.36244e+07	3.56533e+11	2.4614e+08	7.99893e+09	0	0	5.82871e+09	0	7.98905e+09	1.02482e+09	8.74408e+09	1.55061e+10	0	5.56214e+07	0	0	0	3.49612e+08	88908.6	0	3.66417e+07	5.9721e+07	6.607e+08	1.25632e+11	1.04375e+10	0	0	0	1.39712e+06	0	-3.05176e-05	2.47059e+09	5.86285e+08	0	0	0	4.89878e+10	4.4582e+07	8.29688e+09	0	0	0	3.33893e+07	0	0	0	5.13376e+07	0	0	7.16447e+06	0	7.33557e+09	8.21997e+08	0	0	0	3.28277e+10	2.90045e+09	0	1.33949e+10	0	0	0	8.29867e+08	0	0	0	0	0	
Random161	1.944e+08	5.66848e+08	0	1.23029e+09	0	0	0	0	8.53697e+07	625	0	0	3.60579e+07	0	1.10624e+07	2.62256e+11	0	7.54866e+07	0	0	1.05642e+07	6.5546e+08	9.37309e+06	1.55482e+08	5.2409e+06	192938	1.67138e+09	0	4.14869e+08	2.12788e+07	0	0	2.43947e+10	1.11392e+11	4.42811e+09	0	8.5903e+12	1.17339e+11	9.00855e+12	1.14089e+11	1.44391e+09	2.38154e+08	0	0	0	2.91666e+08	1.03355e+08	2.76846e+09	2.77738e+08	8.06235e+08	2.45609e+08	0	9.45874e+08	3.37452e+08	0	0	5.1609e+08	1.60052e+09	2.2368e+07	5.29323e+08	8.79618e+08	6.26618e+08	0	0	5.06374e+09	0	8.55715e+08	3.47179e+09	625	6.97432e+07	0	2.06681e+09	0	0	0	0	1.29438e+09	0	5.65454e+08	6.29874e+08	1.14219e+08	1.65007e+06	1.1066e+09	0	0	0	468.75	-0.000244141	625	625	1.61122e+09	0	0	0	2.85036e+08	-9.53674e-07	8.48643e+08	0	0	0	1.64612e+08	0	0	0	2.31623e+06	0	0	3.89358e+07	0	2.41701e+12	2.39937e+11	0	0	0	2.41701e+12	8.4351e+11	0	3.62487e+07	0	0	0	625	0	0	0	0	0	
Random162	2.00401e+07	5.9039e+09	0	1.15647e+11	0	0	0	0	2.08641e+10	625	0	0	1.46566e+08	0	1.85882e+07	2.43912e+10	0	3.31296e+08	0	0	1.26249e+07	1.94951e+07	1.42811e+08	8.27172e+07	1.37535e+07	6.93577e+09	2.95934e+10	0	1.50292e+09	3.67089e+08	0	0	6.04769e+11	4.72941e+09	2.54189e+08	0	8.45752e+11	7.12325e+09	7.03726e+09	3.17441e+09	1.29653e+09	1.07112e+10	0	0	0	6.62924e+10	3.57509e+07	3.56693e+07	4.98555e+10	9.7115e+09	1.30101e+11	0	4.52686e+09	3.70533e+11	0	0	7.65193e+10	1.60123e+10	1.01933e+09	3.42201e+10	379975	2.0951e+07	0	0	2.96476e+09	0	1.2375e+08	1.26712e+09	625	4.15247e+08	0	5.55709e+08	0	0	0	2.58253e+11	1.99849e+06	0	3.31916e+08	8.90976e+08	4.31458e+09	1.75409e+09	6.60645e+09	0	0	0	789731	0	2.38419e-07	8.01999e+08	6.34299e+07	0	0	0	3.00886e+11	1.88256e+08	2.79832e+10	0	0	0	0	0	0	0	5.66742e+10	0	0	2.39627e+07	0	5.98923e+10	6.11626e+09	0	0	0	5.98923e+10	1.21008e+11	0	1.90135e+11	0	0	0	625	0	0	0	0	0	
Random163	5.73275e+09	5.69851e+08	0	1.53575e+09	0	0	0	0	2.00253e+09	0	0	0	6.32045e+07	0	4.59142e+07	5.75842e+08	0	7.19622e+08	0	0	7.3668e+07	2.9848e+08	5.03867e+08	4.94182e+07	600	9.96017e+08	6.6986e+09	0	1.04502e+09	5.90398e+08	0	0	5.35476e+08	2.54932e+09	4.81118e+07	0	7.08521e+09	2.34175e+08	7.95632e+09	2.61344e+08	3.82482e+08	7.30906e+10	0	0	0	1.60307e+09	1.86224e+10	3.82105e+06	4.34093e+09	2.21611e+09	921320	0	1.04689e+10	7.77187e+08	0	0	3.05925e+09	5.12859e+09	8.98583e+08	2.56276e+10	625	4.67154e+09	0	0	3.12862e+09	0	2.65482e+08	4.59763e+07	625	4.36741e+09	0	1.55809e+08	0	0	0	0	6.39845e+08	0	4.20763e+09	1.97284e+07	2.70232e+08	5.15558e+10	7.47279e+09	0	0	0	468.75	0	0	3.82717e+07	2500	0	0	0	8.02975e+09	-1.52588e-05	1.91761e+09	0	0	0	1.25414e+07	0	0	0	2500	0	0	1.52254e+09	0	2.42012e+09	2.38645e+08	0	0	0	2.42012e+09	9.28948e+08	0	8.16831e+08	0	0	0	625	0	0	0	0	0	
Random164	1.12354e+10	2.56162e+09	0	1.71258e+07	0	0	0	0	6.31049e+10	1.52588e-05	0	0	2.92427e+09	0	9.73024e+07	5.31906e+08	0	1.46197e+10	0	0	1.31828e+09	4.09222e+11	5.13672e+08	8.30479e+08	600	5.39635e+08	2.47183e+10	0	1.77686e+10	1.15716e+09	0	0	6.49875e+07	3.22582e+08	2.71983e+09	0	1.40664e+10	1.06698e+11	1.52706e+10	2.83674e+11	1.73366e+11	7.17247e+07	0	0	0	3.51064e+11	1.25865e+11	1.12554e+09	1.56149e+11	1.28631e+10	1.48763e+11	0	1.30783e+10	3.11236e+08	0	0	2.52393e+07	1.80891e+11	5.29517e+09	1.05426e+11	625	4.99022e+11	0	0	1.49768e+09	0	5.05413e+12	1.92041e+09	625	6.15318e+06	0	5.76019e+09	0	0	0	1.99108e+10	1.11679e+09	0	1.15089e+09	5.8187e+08	8.35923e+10	1.2113e+07	4.21672e+09	0	0	0	468.75	-1.45519e-11	0	1.44867e+08	2500	0	0	0	1.12493e+09	0	1.57935e+12	0	0	0	3.2351e+12	0	0	0	2.32736e+12	0	0	9.79404e+11	0	6.46148e+09	1.89346e+09	0	0	0	3.49351e+11	1.15244e+09	0	5.92756e+11	0	0	0	625	0	0	0	0	0	
Random165	2.80379e+06	1.90025e+09	0	1.12242e+11	0	0	0	0	1.43906e+09	0	0	0	3.4629e+09	0	1.18396e+06	1.27652e+10	0	6.19315e+08	0	0	8.57421e+07	7.57028e+08	325.641	1.04492e+09	600	2.53393e+08	1.16254e+10	0	3.18325e+07	1173.43	0	0	1.44208e+10	8.78824e+08	2.22078e+08	0	2.98712e+10	3.03867e+09	3.25932e+09	2.00395e+09	7.31014e+08	1.57055e+09	0	0	0	1.14358e+10	2.23714e+09	4.9e+08	7.62871e+08	3.81719e+10	8.33606e+08	0	2.06596e+10	7.68255e+09	0	0	0	1.26732e+10	1.16071e+07	4.8644e+09	625	1.01176e+10	0	0	5.59876e+09	0	1.67178e+07	3.07429e+08	625	2.2297e+07	0	2.55143e+07	0	0	0	4.57395e+08	2.41666e+08	0	1.67913e+07	6.90235e+09	9.39848e+08	3.70312e+06	9.01798e+11	0	0	0	2.65561e+08	0	0	625	2500	0	0	0	1.89555e+07	2.20295e+09	2.23238e+10	0	0	0	9.69032e+08	0	0	0	2500	0	0	4.09492e+06	0	1.8933e+10	2.53061e+09	0	0	0	1.8933e+10	5.59971e+08	0	6.43914e+09	0	0	0	625	0	0	0	0	0	
Random166	2.37791e+10	3.17499e+10	0	4.43464e+08	0	0	0	0	1.75316e+09	625	0	0	1.22731e+08	0	2.1337e+08	2.16757e+12	0	6.80001e+08	0	0	5.46885e+08	7.4869e+10	1.23367e+07	3.68086e+07	1.12114e+09	1.76102e+06	3.87453e+09	0	1.29188e+10	2.79748e+07	0	0	2.09223e+10	9.05425e+10	1.70587e+10	0	1.9132e+11	9.52039e+10	4.2292e+12	3.59281e+11	1.51332e+10	1.61008e+10	0	0	0	2.71664e+08	4.69317e+08	2.98866e+08	1.99048e+09	7.78565e+09	6.40586e+08	0	1.16294e+11	6.50106e+09	0	0	2.24031e+09	8.92852e+08	1.81765e+09	1.14295e+09	625	1.26486e+08	0	0	6.01266e+09	0	4.93925e+10	8.96278e+09	625	1.31131e+10	0	5.42272e+10	0	0	0	0	3.58543e+08	0	3.42116e+08	1.08891e+10	1.426e+08	8.77591e+09	5.16357e+08	0	0	0	2.64608e+09	-2.32831e-10	625	3.63495e+08	8.07659e+06	0	0	0	7.29904e+08	1.26059e+08	1.39496e+10	0	0	0	1.16773e+10	0	0	0	2500	0	0	1.74333e+10	0	1.96535e+12	1.9414e+11	0	0	0	1.96535e+12	4.51898e+09	0	8.94934e+07	0	0	0	945756	0	0	0	0	0	
Random167	2.71656e+10	2.77159e+08	0	625	0	0	0	0	1.10356e+10	625	0	0	6.67484e+10	0	1.17039e+07	1.91221e+10	0	8.28355e+09	0	0	1.51747e+10	1.16554e+11	5.73301e+09	1.06035e+10	1.04023e+09	4.72423e+06	1.19038e+11	0	4.21089e+09	1.68034e+10	0	0	2.18108e+09	6.51791e+09	1.67542e+09	0	3.8505e+09	5.71109e+09	3.93143e+10	2.01564e+10	9.0295e+08	7.55132e+08	0	0	0	5.07826e+09	2.32945e+08	625	5.32266e+09	4.59144e+09	8.04833e+08	0	9.7086e+09	2.2889e+08	0	0	254137	1.44489e+11	2.80585e+09	5.18869e+10	625	5.23117e+10	0	0	4.67436e+09	0	1.56804e+10	9.75494e+08	625	3.06612e+09	0	1.54797e+10	0	0	0	2.74734e+06	1.56472e+09	0	2.18931e+09	3.26345e+08	1.22227e+09	2.53522e+08	1.89832e+09	0	0	0	468.75	3.72529e-09	0	625	2.12075e+08	0	0	0	1.44245e+08	2.76257e+10	7.73254e+10	0	0	0	3.23793e+10	0	0	0	3.75161e+09	0	0	7.48688e+08	0	7.54239e+10	9.97366e+09	0	0	0	7.54239e+10	1.16758e+08	0	1.01053e+08	0	0	0	625	0	0	0	0	0	
Random168	1.76553e+08	2.15805e+10	0	6.72945e+07	1.19209e-07	0	0	0	1.10726e+09	625	0	0	1.29224e+08	0	7.02194e+07	4.44578e+09	0	1.64353e+08	0	0	5.45477e+06	6.95049e+08	4.31314e+09	4.68204e+07	600	1.26174e+09	1.01822e+10	0	4.70453e+07	2.6586e+08	0	0	1.39445e+09	8.70914e+08	1.15025e+08	0	1.80245e+09	5.19176e+09	9.16199e+09	2.57155e+10	4.87647e+07	4.63734e+10	0	0	0	3.43169e+10	2.04943e+06	625	8.05476e+08	1.25336e+08	9.35196e+08	0	7.20807e+11	8.03446e+08	0	0	1.77652e+08	1.43114e+09	1.35047e+07	3.0721e+09	625	3.37853e+07	0	0	4.7643e+09	0	5.52571e+08	1.14997e+08	2.4923e+09	5.0884e+08	0	2.78152e+09	0	0	0	1.35935e+07	3.78006e+09	0	1.09864e+07	4.76837e-07	6.61742e+08	1.4397e+09	3.62522e+06	0	0	0	1.24529e+09	0	0	5.30559e+08	1.32372e+07	0	0	0	9.91119e+10	0	1.54693e+09	0	0	0	1.05259e+08	0	0	0	1.00409e+06	0	0	2.51698e+06	0	1.79101e+10	2.65045e+09	0	0	0	1.79101e+10	4.00769e+07	0	9.41919e+07	0	0	0	625	0	0	0	0	0	
Random169	7.51237e+08	2.00274e+08	0	2.72471e+07	0	0	0	0	1.58113e+10	625	0	0	4.35739e+10	0	1.29459e+09	5.74759e+09	0	5.77324e+09	0	0	8.54808e+08	6.44679e+08	3.33221e+07	5.81444e+09	8.75826e+07	1.07144e+06	6.80045e+10	0	6.24582e+08	7.53317e+07	0	0	5.83169e+08	1.71919e+09	1.16848e+09	0	5.22731e+10	8.89633e+09	6.63273e+10	8.81969e+09	1.42078e+09	4.71629e+10	0	0	0	1.74458e+10	1.53069e+10	35250.1	4.11554e+09	1.61577e+09	1.14042e+09	0	1.05769e+10	1.11616e+09	0	0	1.924e+07	7.45746e+10	3.49476e+09	2.27106e+10	1.0473e+09	3.3023e+10	0	0	1.29229e+11	0	1.91248e+10	1.11265e+09	2.66008e+07	6.97777e+08	0	3.34705e+07	0	0	0	6.4935e+07	2.15403e+08	0	1.33325e+10	3.3752e+08	1.47201e+09	3.90734e+09	179213	0	4.54747e-13	0	468.75	0	0	625	4.82413e+08	0	0	0	5.65261e+10	1.70036e+10	6.3207e+10	0	0	0	0	0	0	0	5.61476e+07	0	0	1.75697e+10	0	3.40276e+10	4.59194e+09	0	0	0	3.40276e+10	3.57743e+09	0	4.95805e+10	0	0	0	1.89747e+07	0	0	0	0	0	
Random170	1.48501e+11	1.33679e+11	0	625	0	0	0	0	3.13987e+09	625	0	0	9.36679e+09	0	9.8214e+07	1.41936e+10	0	3.40467e+09	0	0	4.39789e+08	2.34281e+11	1.18999e+08	1.21647e+09	3.59358e+10	15942.1	2.2726e+11	0	3.56398e+08	2.68423e+08	0	0	7.23563e+08	9.49874e+09	1.75218e+10	0	7.16628e+10	2.19275e+10	8.20667e+10	5.44741e+10	2.11912e+09	5.18609e+07	0	0	0	1.05439e+09	6.37733e+08	1.83603e+06	3.13205e+09	1.90378e+11	1.53948e+09	0	5.89069e+10	2.3253e+08	0	0	0	1.58617e+10	7.03902e+09	1.61147e+10	625	1.83803e+08	0	0	1.48471e+10	0	1.01231e+11	1.28155e+10	625	3.31192e+09	0	8.71806e+10	0	0	0	0	3.72529e-09	0	2.05269e+09	1.05434e+09	2.64084e+09	7.54457e+09	2.54943e+10	0	0	0	468.75	0	5.96046e-08	625	1.23886e+06	0	0	0	3.18885e+10	1.16226e+10	1.23346e+10	0	0	-9.53674e-07	0	0	0	0	3.75722e+08	0	0	2.92296e+06	0	2.43676e+10	2.80896e+09	0	0	0	3.54119e+11	6.6719e+09	0	7.58618e+08	0	0	0	3.9438e+08	0	0	0	0	0	
Random171	7.8885e+07	2.44917e+08	0	2.41248e+09	0	0	0	0	1.00552e+10	625	0	0	1.28936e+10	0	1.58483e+06	6.44023e+08	0	9.65092e+08	0	0	3.06983e+06	2.90217e+11	4.51784e+07	9.74999e+08	1.11007e+07	4.21929e+07	1.76802e+10	0	1.5517e+09	1.02067e+08	0	0	4.28565e+08	4.4693e+07	5.04409e+07	0	1.45477e+09	1.67274e+09	1.5999e+09	3.78768e+09	2.05854e+08	6.49518e+09	0	0	0	8.4417e+09	7.01918e+07	6.28741e+08	6.25672e+09	1.0317e+09	9.14598e+09	0	6.17386e+09	5.71613e+08	0	0	1.126e+09	1.92205e+10	5.32563e+08	7.23669e+09	6.24388e+06	5.50459e+09	0	0	3.0234e+09	0	2.86564e+10	4.98684e+07	625	1.59574e+08	0	3.64173e+09	0	0	0	3.20929e+10	2.68331e+06	0	9.1263e+08	1.43356e+07	5.7566e+08	8.92893e+08	4.67584e+08	0	0	0	468.75	1.49012e-08	625	625	4.86487e+10	0	0	0	3.2624e+10	7.92663e+09	1.0065e+10	0	0	0	4.30196e+10	0	0	0	1.08447e+10	0	0	7.02319e+09	0	8.27023e+08	1.07588e+08	0	0	0	3.49417e+10	1.4262e+08	0	2.63514e+10	0	0	0	625	0	0	0	0	0	
Random172	1.80591e+08	9.67174e+08	0	625	0	0	0	0	5.091e+09	625	0	0	4.50201e+08	0	9.35064e+09	8.24106e+11	0	2.29915e+09	0	0	9.98495e+09	2.15735e+08	21667.6	1.25425e+09	4.91005e+09	3.42021e+07	1.51377e+11	0	1.48507e+10	57686.7	0	0	1.84301e+10	1.5781e+11	1.1592e+11	0	2.42077e+12	3.35028e+11	9.04827e+11	3.99545e+11	1.61337e+10	2.59762e+10	0	0	0	1.48204e+09	2.47197e+09	2.02815e+07	1.4702e+10	1.83579e+10	2.12304e+09	0	6.6195e+10	5.414e+09	0	0	4.39356e+09	6.96628e+09	9.02076e+08	5.86578e+10	1.57342e+10	7.16202e+09	0	0	7.324e+08	0	2.71398e+10	1.69516e+08	625	6.54458e+09	0	1.65385e+10	0	0	0	118105	1.19428e+09	0	2.04633e+09	4.22197e+11	3.44976e+08	4.53871e+10	8.54284e+07	0	0	0	2.06442e+08	0	625	4.69216e+07	8.87339e+08	0	0	0	2.99783e+09	4.26796e+08	8.26082e+10	0	0	0	1.27728e+06	0	0	0	1.93627e+09	0	0	4.68038e+07	0	1.05959e+12	1.05799e+11	0	0	0	1.05959e+12	2.99626e+08	0	1.61189e+09	0	0	0	285958	0	0	0	0	0	
Random173	1.71016e+08	2.06126e+09	0	4.29981e+08	0	0	0	0	1.16772e+10	625	0	0	1.0282e+10	0	4.31516e+09	4.49943e+10	0	1.46955e+09	0	0	2.7751e+08	2.5018e+09	4.90368e+06	9.72652e+08	600	5.57161e+06	4.70571e+10	0	1.43641e+08	1.11702e+07	0	0	3.27377e+09	1.67203e+10	6.20822e+08	0	1.03618e+11	1.48127e+10	1.91085e+10	1.53719e+10	4.28939e+09	4.57702e+07	0	0	0	1.37932e+09	4.56783e+08	1.87088e+08	2.62034e+09	3.88755e+08	8.98157e+09	0	1.48709e+10	1.75401e+08	0	0	5.54279e+06	1.90836e+10	9.45889e+07	5.12646e+09	9.32608e+11	5.95162e+11	0	0	2.62068e+08	0	1.59766e+08	3.69235e+08	625	5.27292e+09	0	1.54952e+08	0	0	0	0	2.90141e+07	0	4.29362e+08	1.95112e+06	1.68675e+09	4.18016e+09	2.83571e+09	0	0	0	3.04806e+08	0.03125	625	625	9.41891e+11	0	0	0	2.31774e+08	1.02805e+10	6.37116e+09	0	0	0	1.49055e+09	0	0	0	2.16818e+07	0	0	296662	0	3.23806e+11	3.20511e+10	0	0	0	3.23806e+11	2.42855e+11	0	4.79309e+07	0	0	0	309971	0	0	0	0	0	
Random174	5.41842e+09	6.38844e+09	0	4.03466e+07	0	0	0	0	1.16429e+10	625	0	0	1.68276e+09	0	4.28999e+08	7.45277e+10	0	1.03365e+09	0	0	3.16215e+07	1.63624e+10	2201.97	3.57198e+07	600	1.08571e+11	3.98216e+10	0	9.44423e+10	7571.33	0	0	5.63476e+09	2.40562e+10	6.7617e+10	0	2.65283e+10	2.85913e+10	1.97277e+11	6.85934e+10	1.4561e+09	3.04523e+10	0	0	0	1.58337e+10	3.03367e+07	625	2.72151e+10	5.42872e+10	7.0722e+10	0	3.20787e+11	8.36693e+08	0	0	2.03939e+10	8.15689e+08	7.75484e+08	1.31512e+11	6.78037e+07	2.22422e+08	0	0	6.76295e+11	0	7.08217e+10	2.92788e+10	625	3.80005e+09	0	5.15627e+09	0	0	0	6.88294e+10	4.32102e+10	0	2.51693e+08	1.31112e+10	1.34301e+09	2.69536e+09	1.01969e+10	0	0	0	2.19373e+10	0	625	9.11791e+07	749092	0	0	0	8.02635e+10	2.40541e+08	9.37495e+09	0	0	0	5.60833e+09	0	0	0	1.49396e+10	0	0	6.89251e+09	0	5.19544e+11	5.13376e+10	0	0	0	5.19544e+11	8.01988e+08	0	4.56679e+10	0	0	0	2.84155e+11	0	0	0	0	0	
Random175	1.37328e+08	8.08739e+09	0	4.23082e+07	0	0	0	0	4.90015e+09	625	0	0	1.40302e+08	0	1.19677e+09	2.41563e+10	0	5.35191e+07	0	0	33270.1	8.13625e+09	3.02754e+11	2.3513e+07	3.24347e+06	1.80693e+08	1.8854e+09	0	1.16067e+09	5.69795e+10	0	0	3.96045e+08	3.04064e+09	1.74035e+09	0	3.45594e+10	3.71135e+10	3.40877e+10	1.77304e+12	1.05667e+07	1.11042e+10	0	0	0	2.00482e+08	2.55341e+07	2.52589e+09	7.93188e+09	1.50529e+09	2.93799e+10	0	2.11617e+10	2.12116e+09	0	0	1.12818e+08	4.97106e+08	1.41664e+08	4.76717e+09	3.19188e+08	1.51899e+07	0	0	6.69173e+09	0	5.66458e+10	1.37916e+10	625	2.68796e+08	0	5.65752e+10	0	0	0	0	3.36629e+08	0	1.56266e+08	7.54824e+09	1.75503e+08	1.66598e+08	3.87939e+07	0	0	0	1.55983e+09	0	625	1.97456e+08	3.64434e+07	0	0	0	5.92305e+07	1.28391e+07	4.63631e+08	0	0	0	8.51987e+09	0	0	0	1.31436e+09	0	0	3.90602e+08	0	2.95619e+10	2.93675e+09	0	0	0	7.05114e+11	8.90679e+09	0	8.60621e+07	0	0	0	625	0	0	0	0	0	
Random176	9.03247e+07	6.4466e+11	0	7.04471e+06	0	0	0	0	1.62418e+11	625	0	0	7.12973e+11	0	6.82129e+09	1.7703e+10	0	8.19121e+10	0	0	1.67546e+09	600038	8.19492e+07	7.79429e+10	600	6.77329e+08	9.24468e+11	0	8.35233e+09	1.84946e+08	0	0	6.28096e+07	2.81985e+08	2.84804e+11	0	7.78363e+09	4.94628e+11	9.11653e+09	1.87675e+10	1.62335e+10	1.30115e+10	0	0	0	2.94079e+09	1.78173e+11	625	8.28925e+10	4.33571e+09	2.61122e+11	0	9.54644e+11	2.03438e+09	0	0	1.49374e+08	1.0255e+12	1.91154e+10	3.96142e+11	625	2.55929e+11	0	0	9.16713e+11	0	3.84451e+09	9.91641e+10	625	5.99418e+10	0	3.2702e+09	0	0	0	1.39572e+09	3.11564e+08	0	4.05405e+09	4.72123e+11	2.11877e+10	4.14728e+10	7.8572e+10	0	0	0	468.75	0	625	625	1.17696e+10	0	0	0	1.63383e+11	2.25567e+11	9.00365e+11	0	0	0	6.93349e+07	0	0	0	2500	0	0	9.10292e+07	0	6.15263e+09	6.25781e+08	0	0	0	1.75372e+11	1.04452e+09	0	6.04702e+09	0	0	0	625	0	0	0	0	0	
