Run	ABI1	AKT1	APPL1	ARAF	BCAR1	CAMK2A	CAV1	CAV2	CBL	CBLB	CDC42	CREB1	CRK	CSK	DNM1	DUSP1	EGF	EGFR	ELK1	EPN1	EPS15	EPS8	FOS	GAB1	GAB2	GJA1	GRB2	HRAS	JAK2	JUN	KRAS	KRT8	MAP2K1	MAP2K2	MAP2K3	MAP2K5	MAPK1	MAPK14	MAPK3	MAPK8	NCK1	PAK1	PIK3CA	PIK3CB	PIK3CD	PIK3R1	PLCG1	PRKCZ	PTK2B	PTPN11	PTPN6	RAB5A	RAC1	RAF1	RALB	RALBP1	RALGDS	SHC1	SOS1	SRC	VAV1	VAV2	VAV3	YWHAB	PDPK1	RHOA	MAP2K4	MAP2K6	P53	ERBB2	LIMK1	MAP2K7	MAP3K1	MAP3K4	NRAS	PIK3CG	PLD1	PLD2	RPS6KA3	MAP3K11	ERBB3	ERBB4	BRAF	CASP9	FOXO1A	GRB10	BAD	SMAD2	SH3KBP1	SPRY2	ARHGEF7	TNK2	SH3GL2	ERRFI1	PIK3R2	PLCG2	RASA1	RGS16	STAT1	STAT5B	USP6NL	MAPK7	PRKCG	SOS2	RIN1	STAT5A	KSR1	MAP3K2	MYC	PTPN5	PTPRR	RPS6KA1	SMAD3	SP1	DUSP4	DUSP6	WASL	PIK3R3	PXN	RALA	STAT3	PRKCE	GRB7	ARHGAP3	PRKCA	PRKCB1	PRKCI
Random284	1.04578e+10	1.18018e+10	0	4.48872e+08	0	0	0	0	4.24263e+09	625	0	0	8.81804e+10	0	1.42024e+08	8.12119e+09	0	3.69789e+10	0	0	1.59746e+12	2.75756e+11	5.90885e+08	1.59983e+09	1.97639e+10	2.87936e+10	3.46478e+11	0	643998	1.27797e+09	0	0	8.30518e+08	3.33528e+09	5.12938e+08	0	2.59056e+11	3.99367e+09	2.7125e+11	3.46712e+09	1.93664e+08	1.18057e+10	0	0	0	3.61706e+08	3.59043e+09	625	4.42594e+09	4.97181e+09	3.5584e+09	0	9.57147e+09	1.24632e+10	0	0	0	1.64832e+10	1.18914e+10	2.43689e+10	3.86461e+07	2.6096e+09	0	0	1.99364e+12	0	4.78718e+07	1.95136e+08	625	5.14752e+08	0	3.26439e+07	0	0	0	1.9252e+08	1.39259e+11	0	8.63257e+10	2.17053e+07	2.21851e+08	2.54882e+09	3.36763e+11	0	0	0	1.50662e+08	-3.8147e-06	-1.49012e-08	625	2.62815e+06	0	0	0	3.57966e+08	9.14461e+09	1.54858e+10	0	0	0	1.86457e+10	0	0	0	2500	0	0	5.56501e+07	0	7.32011e+10	7.30932e+09	0	0	0	7.32011e+10	2.5467e+10	0	3.11454e+07	0	0	0	7.79036e+11	0	0	0	0	0	
Random285	2.07911e+06	1.20013e+11	0	1.13935e+08	0	0	0	0	1.52117e+10	625	0	0	2.99878e+10	0	3.61819e+10	1.11122e+10	0	1.34889e+10	0	0	2.02361e+08	8.83599e+08	7.07842e+08	4.15615e+09	3.13909e+10	2.86147e+06	3.39368e+11	0	1.78883e+08	1.71195e+07	0	0	9.96938e+09	5.51891e+09	7.73731e+09	0	6.39541e+10	3.16638e+10	7.35168e+10	9.96216e+09	4.29601e+09	2.66708e+07	0	0	0	2.66199e+08	1.37222e+07	625	2.42677e+10	1.62118e+11	4.26307e+10	0	7.89525e+08	1.532e+09	0	0	5.4842e+09	5.14377e+10	3.43497e+06	1.86344e+11	625	1.16464e+10	0	0	1.63675e+10	0	5.53895e+08	3.34359e+10	625	1.85824e+09	0	3.4523e+08	0	0	0	0	2.02947e+11	0	1.91743e+06	3.11908e+09	6.87332e+08	8.84573e+08	3.52138e+09	0	0	0	468.75	0	2.38419e-07	625	9.49226e+07	0	0	0	2.08789e+09	3.00285e+10	2.10431e+10	0	0	0	1.36356e+09	0	0	0	7.43454e+08	0	0	1.83407e+09	0	2.29056e+10	9.2982e+09	0	0	0	1.55855e+11	5.85666e+09	0	8.68933e+08	0	0	0	625	0	0	0	0	0	
Random286	1.63339e+12	8.36635e+09	0	9.23982e+07	0	0	0	0	3.23147e+10	625	0	0	1.85432e+09	0	3.7432e+10	8.97916e+08	0	7.94972e+09	0	0	1.00038e+09	2.80494e+12	1.56126e+06	3.39533e+08	600	6.73062e+06	9.62384e+11	0	1.95429e+12	3.59001e+06	0	0	2.07192e+09	8.67644e+08	7.59335e+09	0	1.33596e+10	1.61392e+10	1.36273e+10	9.15604e+08	5.55626e+09	1.23926e+11	0	0	0	9.38613e+07	4.77861e+09	625	6.44419e+10	9.43448e+11	2.0098e+11	0	5.36509e+11	2.25291e+09	0	0	0	5.4689e+09	8.09849e+10	1.43059e+11	1.01108e+09	1.13249e+07	0	0	7.75979e+09	0	5.0177e+09	3.69655e+09	625	1.86538e+10	0	4.3841e+07	0	0	0	0	41.2263	0	1.21088e+10	8.69226e+10	3.91771e+09	8.25815e+09	8.19977e+07	0	0	0	4.17246e+10	0	625	625	1.88409e+08	0	0	0	7.38877e+08	1.72676e+09	3.44382e+10	0	0	0	0	0	0	0	3.32095e+11	0	0	1.02296e+08	0	5.67566e+09	5.96628e+08	0	0	0	5.67566e+09	1.26656e+09	0	2.13842e+08	0	0	0	2.98542e+08	0	0	0	0	0	
Random287	3.64924e+08	5.02733e+11	0	1.14169e+06	0	0	0	0	9.92546e+09	1.19209e-07	0	0	3.19373e+10	0	1.70016e+07	5.84596e+10	0	9.68233e+09	0	0	1.06075e+11	3.31431e+09	1.33119e+10	4.48003e+09	1.71082e+11	5.23455e+08	8.45588e+11	0	4.29427e+10	3.52576e+09	0	0	2.76e+09	1.21051e+10	1.37159e+09	0	1.75395e+11	1.60878e+10	2.84835e+11	9.65356e+10	3.38311e+09	3.27601e+09	0	0	0	2.08684e+09	4.84884e+10	1.98387e+06	6.95825e+09	6.10902e+11	0	0	1.61081e+11	1.02017e+08	0	0	2.74014e+08	5.62551e+10	3.63496e+09	6.25501e+10	625	1.04379e+10	0	0	4.22021e+10	0	6.41794e+10	2.95792e+10	625	1.32579e+10	0	1.76679e+09	0	0	0	9.24798e+08	1.34571e+09	0	1.11247e+09	2.90218e+09	1.40217e+09	7.29186e+10	1.37007e+08	0	0	0	1.09063e+09	-1.52588e-05	0	625	2500	0	0	0	4.17779e+09	3.1888e+10	4.6737e+10	0	0	0	3.27979e+07	0	0	0	4.80816e+08	0	0	1.54266e+07	0	2.33822e+11	2.58721e+10	0	0	0	2.33822e+11	9.10525e+09	0	1.30324e+08	0	0	0	1.387e+07	0	0	0	0	0	
Random288	9.55562e+07	4.97683e+10	0	625	0	0	0	0	2.94396e+09	625	0	0	3.0357e+08	0	1.86671e+09	3.01493e+09	0	8.4564e+08	0	0	2.10909e+08	78458.1	3.66745e+07	5.50652e+08	600	89574.2	2.14644e+10	0	1.82929e+09	8.28921e+07	0	0	8.24707e+08	4.25369e+09	1.12668e+12	0	1.57536e+10	1.29658e+11	1.73061e+10	7.24806e+10	1.05459e+07	3.5191e+06	0	0	0	1.58082e+09	8.02605e+08	4.301e+10	7.03859e+09	1.50471e+09	2.32522e+10	0	3.19069e+12	1.2694e+08	0	0	5.34525e+07	4.48615e+08	3.31715e+08	8.589e+09	625	5.23955e+08	0	0	6.96834e+10	0	1.25171e+12	6.48642e+11	625	5.01369e+09	0	6.21702e+07	0	0	0	0	3.99331e+09	0	2.35299e+09	2.81477e+09	1.27074e+09	2.14824e+09	2.78967e+09	0	0	0	468.75	0	625	625	1.23206e+08	0	0	0	1.19682e+09	0	3.63047e+08	0	0	1.19209e-07	749338	0	0	0	2500	0	0	2.45491e+08	0	7.4344e+10	7.43863e+09	0	0	0	1.71063e+11	1.14236e+10	0	1.32473e+08	0	0	0	625	0	0	0	0	0	
Random289	2.77904e+09	3.06463e+09	0	7.15002e+08	0	0	0	0	2.90336e+09	625	0	0	2.28498e+10	0	5.40581e+08	1.65266e+10	0	2.11221e+09	0	0	1.79375e+07	2.1646e+09	3.81287e+07	2.89678e+09	600	5.27477e+08	3.268e+10	0	9.43706e+07	8.61715e+07	0	0	3.59799e+09	1.53503e+10	1.00053e+09	0	5.9797e+11	1.81694e+10	5.9797e+11	4.64979e+10	4.16113e+07	6.82454e+09	0	0	0	2.43198e+08	3.95637e+09	625	1.64579e+09	5.97475e+08	2.24692e+08	0	4.08584e+09	1.61547e+09	0	0	6.38495e+07	3.96151e+10	6.2615e+09	1.41677e+10	1.58694e+07	1.31696e+10	0	0	9.73438e+11	0	6.27909e+10	1.03185e+09	625	1.74363e+08	0	6.01536e+10	0	0	0	5.74802e+07	3.1512e+08	0	1.57931e+11	8.25193e+08	3.58858e+08	3.00213e+08	5.26942e+10	0	0	0	1.67163e+08	1.52588e-05	625	625	1.29903e+07	0	0	0	3.49794e+09	1.30354e+10	1.98451e+10	0	0	0	6.82648e+08	0	0	0	1.09078e+09	0	0	1.76572e+10	0	3.35689e+11	4.09736e+10	0	0	0	3.35689e+11	8.91282e+10	0	1.76333e+08	0	0	0	625	0	0	0	0	0	
Random290	763291	6.84527e+10	0	2.84337e+10	0	0	0	0	7.53955e+09	625	0	0	625	0	321829	4.92334e+09	0	1.99675e+10	0	0	6.19029e+06	1.62012e+07	2.19722e+09	7.28597e+08	9.90174e+07	8.36245e+09	8.36116e+09	0	7.45545e+06	1.85431e+09	0	0	7.48171e+10	5.22444e+08	2.3273e+08	0	1.15487e+11	1.08254e+09	8.99428e+09	1.11801e+10	1.40393e+11	1.67844e+08	0	0	0	6.66106e+08	3.51267e+06	625	1.66207e+10	3.67412e+09	3.11816e+10	0	1.90204e+08	3.7534e+10	0	0	5.78023e+08	1.98314e+10	1.8417e+06	1.07746e+11	1.24773e+09	1.43013e+09	0	0	7.0926e+11	0	2.62291e+09	2.30104e+08	625	9.82941e+08	0	2.28871e+09	0	0	0	3.17276e+08	1.44222e+10	0	599400	3.61117e+07	2.31855e+08	2.56269e+09	2.96365e+10	0	0	0	4.52713e+08	0	625	625	5.06527e+07	0	0	0	1.66662e+08	0	6.46188e+11	0	0	0	1.17092e+08	0	0	0	1.4749e+08	0	0	1.84489e+07	0	1.1109e+10	1.11249e+09	0	0	0	1.1109e+10	1.43417e+10	0	8.88843e+08	0	0	0	625	0	0	0	0	0	
Random291	2.71996e+10	1.01728e+10	0	1.25578e+07	0	0	0	0	4.09606e+09	625	0	0	2.10542e+09	0	8.49472e+08	3.17199e+09	0	3.16028e+09	0	0	9.17319e+08	4.46088e+10	1.85383e+09	8.36558e+08	600	1.21277e+08	8.39384e+10	0	2.88843e+09	6.85939e+09	0	0	8.6147e+08	1.30469e+09	3.47802e+09	0	1.8459e+10	4.68162e+10	2.637e+10	8.15464e+09	3.87293e+08	2.29631e+10	0	0	0	1.36139e+11	2.39226e+07	625	4.40403e+09	8.71812e+08	1.86264e+09	0	2.3127e+10	1.18444e+08	0	0	1.24489e+07	5.97411e+10	1.25746e+09	2.78827e+10	625	5.3965e+09	0	0	2.2972e+10	0	9.76026e+08	1.01188e+10	625	2.87049e+08	0	1.86192e+09	0	0	0	4.20149e+07	1.59649e+09	0	1.90297e+08	2.05572e+11	9.26762e+09	6.90593e+08	1.25578e+07	0	0	0	4.37682e+08	0	625	625	4.11965e+09	0	0	0	4.56609e+11	1.73501e+09	1.82992e+10	0	0	0	4.54747e-13	0	0	0	4.94164e+07	0	0	2.50483e+06	0	2.77438e+10	2.83616e+09	0	0	0	3.04878e+10	9.12384e+08	0	3.38874e+11	0	0	0	9.60692e+09	0	0	0	0	0	
Random292	86260.5	6.51559e+11	0	34689.1	0	0	0	0	3.50143e+09	625	0	0	1.25984e+09	0	4.45594e+08	5.67354e+10	0	1.91369e+09	0	0	191276	365877	3.32964e+07	1.75297e+08	1.65652e+11	1.26018e+08	1.04028e+12	0	1.00648e+09	7.52737e+07	0	0	1.53539e+09	7.259e+10	1.44462e+09	0	3.83081e+11	5.77304e+10	4.47064e+11	2.05843e+11	5.74909e+09	2.10955e+08	0	0	0	4.55321e+09	3.38795e+09	7.47338e+09	8.51776e+09	9.35494e+11	1.46688e+10	0	8.07758e+07	8.85035e+08	0	0	8.28324e+08	5.20914e+09	1.31131e+08	5.43596e+10	2.9187e+08	6.97568e+08	0	0	6.67522e+10	0	3.5777e+11	1.42092e+09	625	2.04954e+10	0	3.52876e+11	0	0	0	999680	1.74101e+08	0	1.11039e+07	3.95252e+08	5.27811e+09	7.12125e+09	4.14162e+08	0	0	0	1.65115e+07	0	625	625	1.79801e+07	0	0	0	1.68031e+10	3.06181e+09	3.29943e+09	0	0	0	4.54747e-13	0	0	0	5.17242e+07	0	0	2.57937e+08	1.90735e-06	1.48863e+11	1.47631e+10	0	0	0	1.26109e+12	3.99188e+10	0	5.2564e+08	0	0	0	625	0	0	0	0	0	
Random293	8.38846e+08	1.06352e+08	0	625	7.45058e-09	0	0	0	8.90622e+08	625	0	0	5.03352e+06	0	2.36867e+08	1.02353e+10	0	2.96875e+07	0	0	1.07183e+10	2.04521e+09	131562	2.6464e+07	600	2.34542e+08	3.91294e+09	0	7.14422e+08	318313	0	0	3.35003e+08	1.72222e+09	2.18858e+08	0	5.19535e+10	5.99033e+08	7.74585e+10	4.8667e+08	6.206e+07	7.73161e+09	0	0	0	3.42921e+10	1.35585e+07	625	3.7861e+08	1.8565e+09	2.0367e+06	0	7.23202e+09	4.53536e+07	0	0	2.01187e+09	7.48915e+08	4.79817e+07	1.3505e+09	625	6.31655e+07	0	0	2.58537e+07	0	1.06435e+09	2.06121e+07	625	6.92129e+08	0	2.17139e+08	0	0	0	0	6.30902e+07	0	1.47453e+07	3.45592e+09	1.5628e+09	4.52987e+09	4.54558e+09	0	0	0	468.75	0	625	3.70333e+07	3.15779e+09	0	0	0	1.41134e+11	3.2199e+06	2.11722e+09	0	0	0	6.14354e+08	0	0	0	2500	0	0	2.89781e+07	0	1.68427e+09	8.10933e+10	0	0	0	4.22322e+09	7.36672e+09	0	8.26226e+10	0	0	0	625	0	0	0	0	0	
Random294	9.89946e+07	1.57114e+10	0	625	0	0	0	0	2.40332e+09	0	0	0	7.36577e+09	0	276045	2.17377e+10	0	3.54125e+09	0	0	1.02091e+08	5.77758e+07	2.15513e+06	1.92128e+08	600	4.0374e+07	2.17744e+09	0	1.32881e+08	4.93975e+06	0	0	1.89178e+09	2.18598e+10	3.73267e+08	0	1.42097e+12	8.60121e+09	1.05139e+10	8.70201e+09	1.71349e+09	1.60651e+08	0	0	0	2.69227e+09	2.48032e+08	2.39512e+07	4.85848e+09	9.29432e+08	8.68841e+09	0	4.94844e+08	3.83522e+08	0	0	5.07466e+08	2.36035e+09	2.52318e+08	1.98792e+10	1.35161e+08	1.36193e+08	0	0	9.25187e+10	0	1.14161e+08	1.78696e+09	625	4.54696e+08	0	1.21937e+08	0	0	0	1.49201e+06	-1.86265e-09	0	5.70824e+09	1.90754e+09	2.86539e+07	2.69175e+08	4.8958e+07	0	0	0	468.75	0	-7.45058e-09	625	7.94398e+06	0	0	0	2.28287e+08	1.0701e+09	1.0364e+10	0	0	0	849579	0	0	0	236055	0	0	2.68142e+07	0	1.75707e+11	1.76532e+10	0	0	0	1.75707e+11	1.1706e+11	0	1.07032e+08	0	0	0	15813.1	0	0	0	0	0	
Random295	5.21927e+06	1.07159e+09	0	1.55265e+06	0	0	0	0	6.49105e+09	625	0	0	1.30385e+08	0	4.90221e+07	8.14902e+08	0	3.73169e+08	0	0	4.43143e+08	7.49017e+06	7.18848e+07	1.5784e+08	3.69284e+06	1.08535e+10	2.99319e+09	0	6.90302e+06	1.64872e+08	0	0	3.41482e+07	2.24805e+09	4.16711e+09	0	4.1468e+09	2.24609e+10	7.36872e+09	1.07201e+09	3.51486e+08	2.01885e+08	0	0	0	2.14693e+07	2.31323e+09	5.17731e+08	2.51255e+09	4.21227e+08	2.57524e+09	0	3.36238e+10	1.10597e+08	0	0	7.30607e+06	1.24685e+09	1.47066e+08	8.99002e+09	625	8.90933e+08	0	0	2.80046e+10	0	3.88543e+06	6.90161e+09	625	1.15954e+09	0	2.66931e+08	0	0	0	2.4658e+07	1.6326e+08	0	2.30033e+07	3.80704e+10	4.13982e+08	6.57833e+09	1.55265e+06	0	0	0	7.4385e+07	0	625	3.12798e+09	6.80853e+08	0	0	0	4.83053e+07	0	2.03439e+09	0	0	0	46031.3	0	0	0	9.89378e+06	0	0	1.47566e+07	0	4.29095e+08	4.75273e+07	0	0	0	1.50902e+10	9.13547e+08	0	9.77255e+08	0	0	0	1.07572e+09	0	0	0	0	0	
Random296	3.81099e+09	2.12841e+09	0	3.03906e+10	0	0	0	0	1.19672e+10	0	0	0	8.83218e+08	0	1.53264e+08	1.22945e+13	0	1.26165e+09	0	0	6.72089e+07	6.5161e+09	1.20614e+09	1.17239e+08	600	5.6669e+07	5.7331e+09	0	588908	2.71596e+09	0	0	3.30018e+11	6.81234e+11	2.60944e+11	0	3.63306e+13	6.10639e+12	1.34176e+13	6.61132e+12	2.6372e+09	2.45677e+08	0	0	0	1.38252e+07	3.59576e+07	625	8.32498e+08	7.41587e+07	9.10412e+08	0	4.43901e+09	3.49645e+10	0	0	2.26547e+08	1.39169e+09	2.00309e+08	7.20845e+09	625	4.41682e+09	0	0	1.37641e+10	0	3.6834e+09	1.80219e+09	625	1.42363e+09	0	7.93198e+09	0	0	0	5.43532e+06	5.58846e+08	0	8.95959e+07	2.29717e+10	2.36276e+08	9.07737e+08	3.03906e+10	4.76837e-07	0	0	7.04197e+07	0	0	2.18171e+08	2500	0	0	0	7.47601e+07	8.57437e+08	4.42098e+09	0	0	0	-4.54747e-13	0	0	0	1.57783e+07	0	0	3.73407e+07	0	1.49701e+13	1.47855e+12	0	0	0	1.49701e+13	3.20793e+09	0	4.56925e+07	0	0	0	5.99906e+09	0	0	0	0	0	
Random297	3.52834e+06	4.94526e+07	0	5.0635e+07	-7.62939e-06	0	0	0	1.18657e+10	625	0	0	6.79638e+07	0	4.39024e+08	2.08455e+08	0	1.53071e+08	0	0	1.90991e+08	2.56441e+07	1.96935e+08	1.10665e+08	600	1.95022e+07	2.93527e+09	0	5.36615e+08	2.31813e+08	0	0	5.81175e+08	2.51666e+07	1.60092e+08	0	9.63179e+08	6.03506e+08	1.07374e+09	9.98094e+08	1.00923e+08	2.5134e+09	0	0	0	3.60373e+10	1.42571e+06	7.58063e+09	2.62437e+10	3.2132e+09	5.77888e+10	0	1.20994e+09	5.02991e+08	0	0	6.62189e+06	5.85184e+09	3.30597e+07	1.12038e+11	625	5.54158e+07	0	0	2.03468e+10	0	2.29454e+07	6.46013e+08	625	5.73493e+08	0	1.76646e+08	0	0	0	7.97577e+09	1.05252e+09	0	2.41576e+07	7.25655e+07	5.3536e+08	2.00621e+09	2.09704e+09	0	7.45058e-09	0	468.75	0	625	1.07902e+09	1.29634e+10	0	0	0	1.25359e+10	4.56189e+07	2.58653e+09	0	0	0	5.88903e+07	0	0	0	2.57374e+09	0	0	3.93434e+07	0	5.35613e+08	5.52525e+07	0	0	0	3.12395e+09	8.24831e+07	0	7.81953e+09	0	0	0	625	0	0	0	0	0	
Random298	2.28048e+07	2.19e+09	0	2.67087e+08	0	0	0	0	4.16071e+09	625	0	0	6.24425e+09	0	6.31257e+09	2.40458e+09	0	4.07568e+09	0	0	2.01078e+07	2.57444e+09	1.5158e+09	2.13445e+08	600	6.55898e+11	1.98944e+10	0	1.60267e+07	5.61126e+09	0	0	1.12612e+09	8.11789e+08	8.92222e+07	0	2.19226e+10	3.62806e+09	6.74722e+10	6.77404e+09	1.23137e+08	6.2648e+08	0	0	0	9.4473e+09	6.34289e+09	2.85525e+10	9.05406e+09	2.00648e+08	1.34565e+08	0	1.12207e+10	4.58724e+08	0	0	0	1.04764e+10	5.28672e+07	5.57444e+10	1.83752e+10	1.15827e+10	0	0	2.54326e+10	0	3.70519e+09	8.91577e+07	625	2.53936e+10	0	0	0	0	0	1.87362e+08	4.48597e+10	0	1.47699e+08	6.91632e+07	1.62446e+09	1.3611e+11	2.67087e+08	0	0	0	2.41944e+08	-3.8147e-06	625	625	2.44738e+07	0	0	0	1.12301e+10	0	6.63569e+09	0	0	0	6.67018e+07	0	0	0	5.20933e+08	0	0	3.96238e+08	0	1.64678e+10	1.64584e+09	0	0	0	1.64678e+10	1.37071e+09	0	1.01088e+10	0	0	0	625	0	0	0	0	0	
Random299	4.11468e+08	2.68428e+09	0	1.05623e+09	0	0	0	0	1.22488e+09	-5.82077e-11	0	0	2.08207e+09	0	15876	1.55732e+10	0	8.66776e+08	0	0	6.81842e+09	7.4813e+08	1.65712e+10	1.72548e+08	600	1.28216e+10	5.18699e+09	0	6.53287e+08	1.5276e+11	0	0	2.68444e+09	1.58037e+10	3.40964e+08	0	3.23514e+11	5.6199e+09	3.28603e+11	7.94608e+10	6.44284e+07	3.58485e+09	0	0	0	3.46675e+08	1.66577e+08	1.48065e+10	1.5249e+09	2.46744e+08	8.83081e+09	0	2.94952e+09	2.50221e+08	0	0	1.73474e+08	3.40675e+09	6.69708e+07	2.09499e+09	1.9663e+09	2.05644e+08	0	0	3.74349e+10	0	1.74929e+09	1.93196e+09	625	9.09119e+09	0	3.04187e+09	0	0	0	5.85476e+08	2.55472e+09	0	1.32267e+09	1.26078e+09	1.30435e+09	6.31558e+09	1.25206e+09	0	0	0	6.46383e+08	0	0	625	1.32912e+07	0	0	0	1.49015e+09	-1.52588e-05	3.37922e+09	0	0	0	0	0	0	0	1.67608e+10	0	0	1.13362e+07	0	1.04474e+11	2.94692e+10	0	0	0	1.04474e+11	3.19497e+10	0	9.51303e+07	0	0	0	625	0	0	0	0	0	
Random300	2.94067e+08	1.92564e+07	0	6.54973e+07	0	0	0	0	1.63673e+09	-5.82077e-11	0	0	4.47211e+09	0	1.12903e+07	2.06463e+09	0	7.76861e+09	0	0	7.70018e+09	1.24464e+09	372787	1.21637e+10	600	1.34013e+08	4.01744e+10	0	1.49354e+07	876414	0	0	2.84825e+09	7.25143e+08	3.75992e+08	0	9.74227e+09	9.52474e+09	1.15137e+10	1.33519e+10	8.23094e+09	4.86455e+07	0	0	0	3.22902e+10	7.21909e+09	33489	2.60517e+09	4.91284e+10	1.5576e+08	0	1.29637e+09	1.26179e+09	0	0	2.31099e+09	1.73263e+10	6.03401e+08	6.0172e+09	625	1.03699e+09	0	0	9.00009e+08	0	4.2154e+08	3.77204e+08	1.07575e+09	9.20045e+10	0	4.22627e+08	0	0	0	7.03799e+08	2.39308e+09	0	5.01116e+09	1.1467e+08	2.74008e+10	1.30659e+10	5.59099e+07	-3.72529e-09	0	0	3.39526e+06	0	7.45058e-09	625	6.47853e+07	0	0	0	1.57317e+10	0.000244141	2.16482e+10	0	0	0	1.32184e+07	0	0	0	3.73016e+06	0	0	1.04712e+07	0	1.1888e+10	2.07751e+09	0	0	0	1.1888e+10	4.05612e+08	0	1.35712e+10	0	0	0	2.97898e+07	0	0	0	0	0	
Random301	2.6336e+09	1.0952e+09	0	4.13912e+09	0	0	0	0	6.44526e+08	0	0	0	8.65701e+07	0	6.50829e+07	8.52017e+08	0	2.13602e+09	0	0	9.68714e+09	3.39325e+10	8.15345e+07	1.09977e+10	600	2.60449e+06	3.04932e+10	0	1.74101e+10	1.86028e+08	0	0	4.64766e+09	2.93335e+08	2.45138e+08	0	3.92484e+09	1.25475e+09	6.04182e+09	3.20754e+09	8.61521e+07	1.67805e+11	0	0	0	1.84339e+10	1.26558e+09	3.54548e+10	1.45618e+09	1.41153e+10	3.85374e+09	0	9.62078e+10	1.89923e+08	0	0	1.93425e+09	1.65287e+10	1.61645e+09	3.63565e+09	949102	3.59221e+06	0	0	3.41134e+10	0	2.80687e+09	8.73672e+07	625	1.61516e+10	0	3.63296e+06	0	0	0	9.71746e+09	7.92388e+10	0	2.3439e+09	1.82835e+09	4.19343e+08	1.23079e+11	6.77575e+08	0	0	0	468.75	-5.82077e-11	1.90735e-06	2.67822e+06	2.73447e+07	0	0	0	5000	1.17141e+08	1.91811e+09	0	0	0	7.40665e+09	0	0	0	2500	0	0	1.487e+08	0	6.42372e+09	6.35732e+08	0	0	0	6.42372e+09	1.12278e+08	0	4.10232e+09	0	0	0	11664	0	0	0	0	0	
Random302	3.52872e+06	6.16589e+08	0	2.79802e+07	0	0	0	0	6.67957e+09	625	0	0	4.1813e+07	0	4.12057e+08	3.4859e+09	0	1.00966e+08	0	0	3.69196e+08	5.14764e+07	37265.3	1.44298e+08	2.45232e+08	2.20137e+07	8.8204e+09	0	1.67383e+08	95630.2	0	0	5.24277e+08	1.71345e+09	2.14076e+09	0	1.23074e+10	7.72837e+09	6.41662e+09	7.33464e+09	2.89313e+07	1.45946e+09	0	0	0	7.32076e+08	3.77016e+08	625	7.31873e+09	1.54122e+09	4.07585e+10	0	3.47411e+09	8.91058e+07	0	0	5.59605e+07	1.52457e+09	1.15488e+08	1.28967e+10	1.80887e+09	4.28783e+07	0	0	3.76811e+10	0	1.03855e+10	5.50642e+09	4.16911e+07	3.44208e+08	0	3.50145e+07	0	0	0	0	1.62548e+08	0	5.98699e+08	1.23e+06	1.51921e+08	1.72387e+08	2.79802e+07	0	0	0	3.46789e+07	-9.53674e-07	625	2.76581e+08	6.12017e+08	0	0	0	4.42836e+09	4.31454e+07	5.59214e+08	0	0	-4.47035e-08	1.14869e+07	0	0	0	378.733	0	0	2.57743e+09	0	8.10889e+09	8.25279e+08	0	0	0	1.64423e+10	8.40893e+06	0	2.56586e+09	0	0	0	3.40034e+09	0	0	0	0	0	
Random303	3.64601e+07	1.18109e+09	0	18628.1	0	0	0	0	3.46302e+10	0	0	0	4.55571e+09	0	279841	3.95248e+10	0	6.44023e+10	0	0	3751.39	4.19282e+07	4.00611e+07	1.52473e+09	600	3.96962e+11	6.33118e+10	0	1.12997e+08	9.0529e+07	0	0	1.99204e+09	5.02869e+09	1.75263e+09	0	1.75488e+10	4.83995e+09	4.74181e+11	4.93345e+09	4.05398e+10	1.39573e+08	0	0	0	3.79916e+11	2.30124e+11	625	8.64622e+10	1.02398e+10	4.5769e+08	0	2.4793e+10	1.45201e+09	0	0	1.81899e-12	1.38723e+12	8.65101e+08	4.76287e+11	625	3.28489e+11	0	0	3.4671e+09	0	1.05205e+10	1.98431e+09	625	2.27634e+12	0	2.31168e+08	0	0	0	1.06422e+12	4.36271e+08	0	1.04097e+09	7.17722e+09	4.7879e+12	8.51883e+12	6.22209e+10	0	0	0	239085	0	0	2.71339e+07	2500	0	0	0	5.29083e+13	2.28751e+09	1.15723e+12	0	0	0	25791	0	0	0	3.78213e+07	0	0	2.77518e+09	0	9.17053e+10	9.43189e+09	0	0	0	9.17053e+10	3.93255e+08	0	2.08246e+12	0	0	0	625	0	0	0	0	0	
