CopyNumber	CumulativeDistributionFunction
   9.2420710e+04   6.2490056e-01
   9.2721021e+04   6.2549722e-01
   9.2871177e+04   6.2569610e-01
   9.3021332e+04   6.2609387e-01
   9.3171488e+04   6.2629276e-01
   9.3471799e+04   6.2649165e-01
   9.3621954e+04   6.2669053e-01
   9.3772110e+04   6.2748608e-01
   9.3922265e+04   6.2768496e-01
   9.4222576e+04   6.2808274e-01
   9.4372732e+04   6.2848051e-01
   9.4522887e+04   6.2887828e-01
   9.4673043e+04   6.2927605e-01
   9.5123509e+04   6.2947494e-01
   9.5423820e+04   6.2967383e-01
   9.5874287e+04   6.2987271e-01
   9.6024442e+04   6.3027049e-01
   9.6174598e+04   6.3046937e-01
   9.6324753e+04   6.3086714e-01
   9.6474909e+04   6.3106603e-01
   9.6775220e+04   6.3126492e-01
   9.6925375e+04   6.3146380e-01
   9.7225686e+04   6.3206046e-01
   9.7375842e+04   6.3245823e-01
   9.7525997e+04   6.3265712e-01
   9.7676153e+04   6.3345267e-01
   9.7826308e+04   6.3385044e-01
   9.7976464e+04   6.3404932e-01
   9.8126619e+04   6.3424821e-01
   9.8577086e+04   6.3444710e-01
   9.9027552e+04   6.3464598e-01
   9.9177708e+04   6.3504375e-01
   9.9327863e+04   6.3564041e-01
   9.9478019e+04   6.3643596e-01
   9.9628174e+04   6.3703262e-01
   9.9778330e+04   6.3723150e-01
   9.9928485e+04   6.3762928e-01
   1.0007864e+05   6.3802705e-01
   1.0037895e+05   6.3822593e-01
   1.0052911e+05   6.3842482e-01
   1.0082942e+05   6.3862371e-01
   1.0097957e+05   6.3902148e-01
   1.0112973e+05   6.3941925e-01
   1.0127988e+05   6.4001591e-01
   1.0143004e+05   6.4021480e-01
   1.0158020e+05   6.4081146e-01
   1.0173035e+05   6.4101034e-01
   1.0188051e+05   6.4180589e-01
   1.0248113e+05   6.4220366e-01
   1.0263128e+05   6.4240255e-01
   1.0278144e+05   6.4299920e-01
   1.0293160e+05   6.4359586e-01
   1.0323191e+05   6.4379475e-01
   1.0368237e+05   6.4399364e-01
   1.0383253e+05   6.4419252e-01
   1.0398268e+05   6.4498807e-01
   1.0413284e+05   6.4518695e-01
   1.0443315e+05   6.4558473e-01
   1.0503377e+05   6.4578361e-01
   1.0518393e+05   6.4598250e-01
   1.0533408e+05   6.4618138e-01
   1.0563439e+05   6.4638027e-01
   1.0578455e+05   6.4657916e-01
   1.0608486e+05   6.4717582e-01
   1.0638517e+05   6.4757359e-01
   1.0653533e+05   6.4777247e-01
   1.0668548e+05   6.4797136e-01
   1.0683564e+05   6.4817025e-01
   1.0698579e+05   6.4836913e-01
   1.0713595e+05   6.4876691e-01
   1.0728610e+05   6.4896579e-01
   1.0743626e+05   6.4916468e-01
   1.0758642e+05   6.4936356e-01
   1.0773657e+05   6.4996022e-01
   1.0818704e+05   6.5055688e-01
   1.0833719e+05   6.5095465e-01
   1.0848735e+05   6.5155131e-01
   1.0893782e+05   6.5175020e-01
   1.0908797e+05   6.5234686e-01
   1.0953844e+05   6.5274463e-01
   1.0998890e+05   6.5314240e-01
   1.1013906e+05   6.5393795e-01
   1.1043937e+05   6.5413683e-01
   1.1058953e+05   6.5433572e-01
   1.1073968e+05   6.5453461e-01
   1.1088984e+05   6.5513126e-01
   1.1103999e+05   6.5533015e-01
   1.1119015e+05   6.5572792e-01
   1.1134030e+05   6.5612570e-01
   1.1149046e+05   6.5672235e-01
   1.1164061e+05   6.5712013e-01
   1.1179077e+05   6.5771679e-01
   1.1209108e+05   6.5791567e-01
   1.1269170e+05   6.5811456e-01
   1.1284186e+05   6.5871122e-01
   1.1299201e+05   6.5910899e-01
   1.1314217e+05   6.5990453e-01
   1.1329232e+05   6.6010342e-01
   1.1404310e+05   6.6030231e-01
   1.1419326e+05   6.6050119e-01
   1.1464372e+05   6.6089897e-01
   1.1524435e+05   6.6129674e-01
   1.1554466e+05   6.6169451e-01
   1.1569481e+05   6.6189340e-01
   1.1584497e+05   6.6249006e-01
   1.1599512e+05   6.6328560e-01
   1.1629543e+05   6.6348449e-01
   1.1659575e+05   6.6408115e-01
   1.1674590e+05   6.6428003e-01
   1.1689606e+05   6.6467780e-01
   1.1719637e+05   6.6487669e-01
   1.1749668e+05   6.6527446e-01
   1.1764683e+05   6.6547335e-01
   1.1779699e+05   6.6587112e-01
   1.1794715e+05   6.6607001e-01
   1.1809730e+05   6.6626889e-01
   1.1839761e+05   6.6666667e-01
   1.1869792e+05   6.6706444e-01
   1.1884808e+05   6.6766110e-01
   1.1929854e+05   6.6785998e-01
   1.1944870e+05   6.6805887e-01
   1.1959886e+05   6.6825776e-01
   1.1974901e+05   6.6865553e-01
   1.1989917e+05   6.6885442e-01
   1.2019948e+05   6.6945107e-01
   1.2080010e+05   6.6984885e-01
   1.2110041e+05   6.7004773e-01
   1.2140072e+05   6.7024662e-01
   1.2185119e+05   6.7044551e-01
   1.2200134e+05   6.7064439e-01
   1.2230165e+05   6.7104216e-01
   1.2290228e+05   6.7124105e-01
   1.2305243e+05   6.7163882e-01
   1.2365305e+05   6.7203660e-01
   1.2395337e+05   6.7223548e-01
   1.2440383e+05   6.7243437e-01
   1.2455399e+05   6.7263325e-01
   1.2485430e+05   6.7322991e-01
   1.2530476e+05   6.7362768e-01
   1.2575523e+05   6.7382657e-01
   1.2605554e+05   6.7402546e-01
   1.2620570e+05   6.7422434e-01
   1.2635585e+05   6.7442323e-01
   1.2710663e+05   6.7462212e-01
   1.2740694e+05   6.7482100e-01
   1.2755710e+05   6.7501989e-01
   1.2770725e+05   6.7541766e-01
   1.2785741e+05   6.7561655e-01
   1.2800756e+05   6.7621321e-01
   1.2815772e+05   6.7641209e-01
   1.2845803e+05   6.7661098e-01
   1.2860819e+05   6.7740652e-01
   1.2905865e+05   6.7760541e-01
   1.2920881e+05   6.7820207e-01
   1.2935896e+05   6.7840095e-01
   1.2950912e+05   6.7879873e-01
   1.2965927e+05   6.7919650e-01
   1.2980943e+05   6.7959427e-01
   1.2995959e+05   6.7999204e-01
   1.3010974e+05   6.8038982e-01
   1.3025990e+05   6.8058870e-01
   1.3041005e+05   6.8098648e-01
   1.3071036e+05   6.8138425e-01
   1.3086052e+05   6.8158313e-01
   1.3146114e+05   6.8178202e-01
   1.3221192e+05   6.8198091e-01
   1.3236207e+05   6.8237868e-01
   1.3251223e+05   6.8257757e-01
   1.3296270e+05   6.8297534e-01
   1.3311285e+05   6.8317422e-01
   1.3341316e+05   6.8337311e-01
   1.3371347e+05   6.8357200e-01
   1.3386363e+05   6.8377088e-01
   1.3401378e+05   6.8436754e-01
   1.3416394e+05   6.8456643e-01
